order_id,order_date,customer_id,customer_name,customer_email,customer_segment,product_name,quantity,unit_price,discount_percent,shipping_region,shipping_city,shipping_cost,shipping_method,payment_method,payment_status,transaction_id,rating,review_text,return_flag,return_reason
ORD0015554,2023-09-12,CUST01041,Sunil Yadav,sunil.yadav@rediffmail.com,,Printer,10,11420.55,0.39,South,Ahmedabad,45.77,,Debit Card,Paid,TXN59486,5,???,False,
ORD0005198,2024-10-17,CUST02095,Kavita Gupta,kavita.gupta@rediffmail.com,Standard,Gaming Chair,2,11855.65,0.21,North,Ahmedabad,75.37,Standard,UPI,Pending,TXN27212,5,,False,
ORD0012857,2023-05-03,CUST00241,,,,Router,0,2681.97,0.11,East,Pune,0.77,Standard,Credit Card,Paid,TXN13503,3,NA,False,
ORD0009887,2023-09-01,CUST01606,Ritu Yadav,ritu.yadav@rediffmail.com,New,Headphones,7,3831.97,0.34,East,Ahmedabad,41.29,Standard,Credit Card,Chargeback,TXN46587,0,Damaged,,
ORD0019696,2024-02-19,CUST00081,Meera Patel,meera.patel@gmail.com,Gold,Power Bank,7,2290.77,0.25,West,Ahmedabad,12.89,Standard,NetBanking,Paid,TXN81749,4,Will buy again,False,
ORD0013211,2024-04-17,CUST01080,Amit Patel,amit.patel@rediffmail.com,Standard,Router,5,2551.73,0.34,South,Delhi,19.8,,Debit Card,Paid,TXN32941,5,Poor quality,False,
ORD0017981,2024-06-12,CUST02434,Anjali Reddy,anjali.reddy@yahoo.com,Silver,Tablet,9,23767.21,0.29,North,Ahmedabad,28.14,Pickup,Debit Card,Refunded,TXN83882,4,Great product!,False,
ORD0011672,2023-07-04,CUST00935,Ritu Malhotra,ritu.malhotra@gmail.com,Standard,External HDD,2,5868.46,0.01,West,Mumba,83.67,Standard,UPI,Pending,TXN61625,4,Damaged,False,
ORD0018933,2023-07-07,CUST01432,Neha Patel,neha.patel@yahoo.com,Standard,Tablet,1,26509.55,0.19,North,Luckno,50.13,,UPI,Chargeback,TXN62874,1,Good value,False,
ORD0015996,2023-08-27,CUST02107,Shweta Reddy,shweta.reddy@gmail.com,Silver,Desk Lamp,3,1697.84,0.3,South,Kolkata,77.21,Standard,COD,Paid,TXN62832,5,Damaged,False,
ORD0000503,2023-03-22,CUST02490,Pooja Singh,pooja.singh@gmail.com,Standard,Laptop,1,52699.38,0.09,South,Delhi,8.27,Same Day,UPI,Paid,TXN49354,3,Good value,False,
ORD0012609,2024-11-02,CUST00102,Suresh Malhotra,suresh.malhotra@rediffmail.com,Silver,Webcam,1,3241.6,0.12,East,Jaipur,27.26,Express,Credit Card,Pending,TXN98383,5,Poor quality,False,
ORD0010922,2024-06-05,CUST01768,Sunil Gupta,sunil.gupta@hotmail.com,Premium,Desk Lamp,1,1633.91,0.31,South,Jaipur,31.41,Standard,UPI,Paid,TXN26920,4,Good value,Y,Better price
ORD0004156,2024-04-19,CUST01628,Ritu Gupta,ritu.gupta@yahoo.com,Standard,USB Cable,9,224.12,0.22,North,Pune,69.76,Standard,Debit Card,Pending,TXN87602,3,Good value,False,
ORD0019536,2023-05-22,CUST01502,Raj Kumar,raj.kumar@hotmail.com,Standard,Desk Lamp,2,1523.38,0.05,Central,Ahmedabad,28.94,Pickup,Credit Card,Pending,TXN71293,5,Great product!,False,
ORD0004884,2024-03-16,CUST02705,Ritu Gupta,ritu.gupta@gmail.com,Silver,Power Bank,1,2266.34,0.12,South,Mumbai,65.99,Standard,Debit Card,Pending,TXN27650,5,???,False,
ORD0005808,2023-07-10,CUST02578,Sunil Yadav,sunil.yadav@gmail.com,Standard,Smart Watch,1,8876.35,0.32,West,Ahmedabad,73.57,Standard,COD,Paid,TXN58074,3,Great product!,False,
ORD0003810,2023-06-28,CUST01775,Manish Singh,manish.singh@yahoo.com,Silver,Power Bank,2,2228.33,0.3,East,Mumbai,95.95,Express,Credit Card,Paid,TXN70151,,Great product!,False,
ORD0016992,2023-05-05,CUST00743,Meera Malhotra,meera.malhotra@yahoo.com,Standard,Desk Lamp,5,1403.52,0.23,West,Ahmedabad,39.33,Express,UPI,,TXN52201,5,Good value,False,
ORD0010080,2024-12-25,CUST00490,Shweta Reddy,shweta.reddy@yahoo.com,Silver,Smart Watch,4,8353.39,0.3,North,Delhi,44.16,Express,Debit Card,Pending,TXN13507,3,Poor quality,False,
ORD0008714,2024-10-28,CUST01306,Pooja Malhotra,pooja.malhotra@yahoo.com,Silver,Phone Stand,6,857.66,0.19,Central,Chennai,63.0,Express,UPI,Refunded,TXN73478,5,Poor quality,False,
ORD0012489,2024-06-09,CUST01003,Kavita Gupta,kavita.gupta@yahoo.com,Gold,Smart Watch,3,6876.82,0.27,West,Ahmedabad,20.47,Standard,NetBanking,Paid,TXN75460,5,Excellent!,False,
ORD0018425,2023-12-26,CUST01205,Alok Reddy,alok.reddy@yahoo.com,Gold,Keyboard,2,2415.58,0.04,West,Delhi,10.96,Express,Debit Card,Paid,TXN51381,4,Good value,False,
ORD0004684,2023-04-28,CUST01806,Pooja Yadav,pooja.yadav@gmail.com,Silver,Monitor,1,12770.96,0.16,Central,Bangalore,35.32,,Debit Card,Paid,TXN23835,1,,False,
ORD0007241,2024-12-10,CUST02983,Alok Singh,alok.singh@gmail.com,Gold,Router,3,3395.0,0.2,North,Delhi,82.79,Express,Debit Card,Paid,TXN50032,5,Late delivery,False,
ORD0005544,2024-05-04,CUST01822,Vikas Malhotra,vikas.malhotra@hotmail.com,,Power Bank,1,2163.4,0.25,South,Delhi,29.88,Standard,Credit Card,Failed,TXN23565,3,Will buy again,False,
ORD0017674,2023-04-10,CUST02840,Ritu Joshi,ritu.joshi@gmail.com,Gold,USB Cable,10,contact,0.35,North,Mumbai,88.95,Standard,UPI,Pending,TXN43309,5,Damaged,False,
ORD0015682,2024-04-25,CUST01800,,invalid@@,Silver,Monitor,2,14388.82,0.1,East,Lucknow,9.96,Standard,Debit Card,Paid,TXN26348,4,Excellent!,False,
ORD0011865,2024-01-25,CUST02534,Kavita Reddy,kavita.reddy@gmail.com,Premium,Mouse,9,834.79,0.02,South,Ahmedabad,43.09,Standard,Credit Card,Paid,TXN72104,3,Not satisfied,False,
ORD0005594,2024-03-19,CUST00189,Alok Joshi,alok.joshi@rediffmail.com,Standard,Phone Stand,2,883.66,0.37,,Lucknow,47.63,Express,UPI,Paid,TXN95893,5,Poor quality,True,
ORD0015520,2023-08-18,CUST01403,Suresh Reddy,suresh.reddy@yahoo.com,Gold,Headphones,2,3467.24,0.36,North,Delhi,52.06,Standard,UPI,Paid,TXN32722,5,Late delivery,False,
ORD0010402,2023-11-08,CUST02076,Suresh Patel,no-email,Silver,USB Cable,3,192.13,0.2,East,Bangalore,59.98,Express,Credit Card,Refunded,TXN17790,5,Average,False,
ORD0012624,2024-03-25,CUST01715,Amit Sharma,amit.sharma@hotmail.com,Silver,Speakers,8,3504.98,0.25,South,Ahmedabad,44.06,Standard,Debit Card,Paid,TXN56850,,Damaged,False,
ORD0005673,2024-11-21,CUST00769,Shweta Kumar,shweta.kumar@gmail.com,Premium,Monitor,1,14589.02,0.31,North,Kolkata,73.73,Standard,,Paid,TXN93245,,Average,False,
ORD0013595,2023-01-15,CUST02057,Pooja Sharma,pooja.sharma@yahoo.com,Silver,Mouse,2,842.56,0.01,Central,Ahmedabad,65.12,Standard,UPI,Paid,TXN10608,2,Excellent!,False,
ORD0017137,2024-01-14,CUST02158,Priya Sharma,priya.sharma@rediffmail.com,Standard,Smart Watch,1,7391.54,,West,Hyderabad,31.74,Same Day,COD,Chargeback,TXN98893,5,Will buy again,False,
ORD0006898,2024-05-02,CUST00826,Meera Patel,meera.patel@rediffmail.com,Silver,Headphones,5,3727.03,,North,Pune,3.35,Same Day,Debit Card,Paid,TXN94353,5,Excellent!,False,
ORD0004564,2024-11-14,CUST00820,Neha Reddy,neha.reddy@gmail.com,Standard,Power Bank,8,1723.74,0.27,North,Lucknow,43.83,Standard,Credit Card,Refunded,TXN18573,,Damaged,Yes,Damaged
ORD0008377,2023-08-25,CUST02173,Pooja Yadav,pooja.yadav@gmail.com,Standard,Router,3,2894.55,0.2,North,Chennai,22.07,Express,Debit Card,Paid,TXN80769,4,Will buy again,False,
ORD0016424,2023-08-21,CUST02204,Pooja Joshi,pooja.joshi@yahoo.com,Standard,Headphones,4,3930.15,0.13,West,Bangalore,63.81,Same Day,Debit Card,Paid,TXN93619,5,Damaged,False,
ORD0016557,2024-10-28,CUST01478,Manish Singh,manish.singh@gmail.com,Standard,Phone Stand,8,875.58,0.27,North,Chennai,85.38,Same Day,Wallet,Paid,TXN18928,5,Will buy again,False,
ORD0017203,2023-12-13,CUST02425,,user@domain,Standard,Power Bank,1,2222.88,0.15,Central,Kolkata,12.0,Express,NetBanking,Refunded,TXN12185,5,Excellent!,False,
ORD0001270,2023-03-13,CUST00954,Kavita Singh,kavita.singh@yahoo.com,Silver,Headphones,7,3563.86,0.28,South,Chennai,39.29,Standard,,Paid,TXN73586,3,Great product!,False,
ORD0012709,2023-03-14,CUST01187,Anjali Malhotra,anjali.malhotra@yahoo.com,Standard,Speakers,6,3720.22,0.14,North,Kolkata,1.33,Pickup,,Paid,TXN31797,5,,False,
ORD0002351,2023-05-15,CUST00658,Neha Verma,neha.verma@yahoo.com,Standard,Laptop,3,49203.66,0.19,South,Ahmedabad,42.23,Same Day,Wallet,Paid,TXN88493,2,???,False,
ORD0008746,2024-05-01,CUST02202,Anjali Patel,anjali.patel@hotmail.com,Standard,Phone Stand,2,810.22,0.15,West,Chennai,63.0,Standard,UPI,Paid,TXN41362,5,Poor quality,False,
ORD0009590,2024-04-06,CUST02592,,@.com,Standard,Headphones,-2,3369.36,0.06,North,Mumbai,62.26,Standard,COD,Refunded,TXN28210,5,NA,False,
ORD0001385,2023-08-13,CUST00723,Shweta Gupta,shweta.gupta@yahoo.com,Standard,Tablet,5,24596.8,0.4,North,Mumbai,56.55,Standard,Debit Card,Paid,TXN96382,,Late delivery,Y,Better price
ORD0016512,2023-11-11,CUST02819,Anjali Reddy,anjali.reddy@yahoo.com,Gold,Phone Stand,10,695.73,0.03,North,Mumbai,26.5,Standard,Credit Card,Paid,TXN11192,5,Average,False,
ORD0009037,2024-04-10,CUST00545,Kavita Kumar,kavita.kumar@gmail.com,Premium,Keyboard,7,2294.53,0.17,West,Ahmedabad,92.88,Express,NetBanking,Failed,TXN54193,2,Poor quality,False,
ORD0005857,2024-05-18,CUST02408,Amit Reddy,amit.reddy@gmail.com,Silver,Gaming Chair,4,11531.77,0.26,North,Ahmedabad,85.68,Standard,Credit Card,Pending,TXN23702,5,Damaged,False,
ORD0013096,2024-11-14,CUST00041,Neha Sharma,neha.sharma@yahoo.com,Premium,Gaming Chair,7,10345.26,0.02,Central,Lucknow,46.19,Standard,Credit Card,Paid,TXN99498,5,NA,False,
ORD0000298,2024-09-12,CUST01781,Sunil Reddy,sunil.reddy@rediffmail.com,Silver,Printer,2,11261.36,0.33,West,Pune,21.04,Standard,UPI,Paid,TXN90884,5,Good value,False,
ORD0008636,2024-09-12,CUST02261,Manish Yadav,manish.yadav@rediffmail.com,Silver,Phone Stand,7,855.88,-0.2,North,Pune,19.64,Standard,UPI,Pending,TXN68469,5,Excellent!,False,
ORD0019583,2024-11-18,CUST00926,Anjali Verma,anjali.verma@rediffmail.com,Premium,Gaming Chair,2,13098.77,0.25,East,Lucknow,60.72,Express,Credit Card,Paid,TXN85744,,Great product!,False,
ORD0019043,2024-06-18,CUST01314,Rahul Yadav,rahul.yadav@gmail.com,Standard,Laptop,8,60654.19,0.3,West,Mumbai,12.92,Standard,Wallet,,TXN67434,5,Damaged,No,
ORD0013408,2024-05-15,CUST01268,Rahul Reddy,rahul.reddy@hotmail.com,Standard,USB Cable,two,203.15,0.17,South,Bangalore,1.37,Standard,Credit Card,Paid,TXN89590,5,Excellent!,False,
ORD0003868,2024-11-23,CUST02578,Rahul Malhotra,rahul.malhotra@gmail.com,Standard,Gaming Chair,3,12223.16,0.37,East,Jaipur,39.43,Standard,Credit Card,,TXN50488,4,Great product!,False,
ORD0007846,2023-01-21,CUST02569,Anjali Yadav,anjali.yadav@gmail.com,Standard,Phone Stand,9,715.28,-0.2,South,Ahmedabad,78.3,Express,Wallet,Paid,TXN62529,3,Damaged,False,
ORD0016732,2024-02-30,CUST00527,Ritu Sharma,ritu.sharma@rediffmail.com,Gold,Power Bank,3,2246.51,0.17,South,Jaipur,57.33,Standard,UPI,Pending,TXN79977,5,,False,
ORD0002078,2023-07-25,CUST00476,Anjali Sharma,anjali.sharma@rediffmail.com,Silver,Phone Stand,1,N/A,0.12,North,Jaipur,95.15,Standard,Debit Card,Paid,TXN90768,4,Poor quality,Yes,
ORD0015030,2024-11-02,CUST01701,Ritu Gupta,ritu.gupta@hotmail.com,Gold,Router,1,2752.02,0.28,South,Ahmedabad,1.09,Standard,Credit Card,Paid,TXN22893,5,,False,
ORD0015676,2023-05-16,CUST01798,Raj Joshi,raj.joshi@gmail.com,Standard,External HDD,6,5538.87,1.5,North,Bangalore,99.08,Standard,UPI,Paid,TXN26873,5,Excellent!,False,
ORD0014210,2023-12-23,CUST00259,Pooja Sharma,pooja.sharma@rediffmail.com,Premium,Webcam,9,3136.55,,West,Ahmedabad,33.66,Express,COD,Paid,TXN90546,5,Average,False,
ORD0012944,2024-02-23,CUST01606,Rahul Malhotra,rahul.malhotra@hotmail.com,Standard,Webcam,1,2721.47,0.29,North,Delhi,43.05,Standard,UPI,Failed,TXN28488,3,NA,False,
ORD0019929,2023-10-06,CUST02922,,no-email,Premium,Mouse,2,-800,0.05,South,Lucknow,91.7,Standard,UPI,Failed,TXN36922,5,Poor quality,False,
ORD0003010,2024-07-13,CUST00486,Pooja Yadav,pooja.yadav@gmail.com,Premium,Power Bank,2,2210.72,0.26,South,Chennai,29.49,Pickup,Debit Card,Pending,TXN15596,5,Great product!,False,
ORD0002230,2023-08-17,CUST02064,Kavita Patel,kavita.patel@yahoo.com,Standard,USB Cable,1,204.41,,West,Chennai,67.49,Standard,Credit Card,Paid,TXN19415,4,,No,
ORD0015217,2024-08-18,CUST00171,Neha Singh,neha.singh@gmail.com,Standard,Webcam,4,2966.05,0.2,North,Lucknow,41.55,Standard,NetBanking,Paid,TXN42198,5,,False,
ORD0002843,2023-06-15,CUST00234,Raj Singh,raj.singh@yahoo.com,Standard,Laptop,8,47269.2,0.08,,Lucknow,13.32,Pickup,Debit Card,Paid,TXN40598,5,NA,False,
ORD0002538,2023-03-11,CUST02399,Kavita Sharma,kavita.sharma@rediffmail.com,Standard,Mouse,6,815.58,0.25,South,Bangalore,59.69,Same Day,Credit Card,Refunded,TXN56182,4,Not satisfied,False,
ORD0000195,2023-04-07,CUST00577,Shweta Joshi,shweta.joshi@gmail.com,Standard,External HDD,8,5817.52,0.14,East, Jaipur,38.09,Express,UPI,Paid,TXN35388,5,Average,False,
ORD0019006,2024-11-03,CUST02277,Rahul Reddy,@.com,Standard,Desk Lamp,10,1716.23,0.06,North,Ahmedabad,11.21,Express,Debit Card,Paid,TXN77153,2,Not satisfied,False,
ORD0007363,2023-12-27,CUST01779,Amit Joshi,amit.joshi@gmail.com,Standard,External HDD,3,6668.74,0.06,South,Jaipur,36.22,Standard,,Paid,TXN45280,5,,False,
ORD0006637,2023-10-23,CUST01711,Manish Gupta,manish.gupta@gmail.com,Gold,Smart Watch,zero,7347.98,0.03,South,Hyderabad,39.77,Standard,UPI,Paid,TXN40266,4,???,False,
ORD0007499,2023-05-13,CUST00028,Suresh Patel,suresh.patel@yahoo.com,Standard,Phone Stand,1,799.12,0.25,East,Pune,46.32,Express,COD,Paid,TXN52577,2,???,False,
ORD0013483,2024-07-08,CUST01525,Suresh Gupta,suresh.gupta@gmail.com,Premium,Router,7,3263.71,0.08,West,Lucknow,64.81,,Credit Card,Paid,TXN39174,3,Will buy again,Y,Defective
ORD0009010,2024-03-26,CUST01536,Suresh Singh,suresh.singh@gmail.com,Standard,Keyboard,8,2304.74,0.19,South,Chennai,85.44,Standard,Credit Card,Paid,TXN55868,4,Great product!,False,
ORD0019818,2024-03-04,CUST02865,Neha Kumar,neha.kumar@yahoo.com,Premium,Power Bank,5,1746.29,0.17,South,Delhi,18.67,Express,NetBanking,Refunded,TXN68502,0,Good value,False,
ORD0004043,2023-04-11,CUST00332,Vikas Malhotra,vikas.malhotra@gmail.com,Silver,Speakers,3,4222.26,0.37,East,Chennai,18.83,,Debit Card,Refunded,TXN73891,3,Good value,False,
ORD0006554,2023-08-19,CUST00035,Raj Verma,@.com,Standard,External HDD,2,5866.9,0.17,Central,Hyderabad,63.27,Same Day,Debit Card,,TXN22249,5,Average,Yes,
ORD0010771,2024-10-23,CUST02408,Sunil Yadav,sunil.yadav@rediffmail.com,Premium,Smart Watch,1,8673.33,0.01,North,Hyderabad,19.45,Express,COD,Paid,TXN94355,4,,False,
ORD0019546,2024-01-16,CUST01508,Anjali Singh,anjali.singh@rediffmail.com,Silver,Phone Stand,1,861.49,0.31,North,Mumbai,53.85,Standard,Credit Card,Paid,TXN64097,4,Good value,False,
ORD0016132,invalid,CUST00495,Meera Singh,meera.singh@gmail.com,Silver,Keyboard,1,2538.95,0.33,South,Chennai,20.04,Standard,Debit Card,Paid,TXN88255,5,,False,
ORD0016152,2024-11-28,CUST01489,Amit Reddy,amit.reddy@hotmail.com,Gold,Webcam,1,2562.4,0.22,East,Delhi,91.43,Express,Credit Card,Paid,TXN95383,4,Not satisfied,False,
ORD0013930,2024-04-26,CUST02370,Suresh Gupta,suresh.gupta@yahoo.com,Silver,Router,2,3203.95,2.5,North,Delhi,12.53,Standard,Wallet,Paid,TXN49160,5,Average,False,
ORD0005506,2023-04-25,CUST01282,Pooja Kumar,pooja.kumar@yahoo.com,Standard,Desk Lamp,one,1647.38,0.34,North,Lucknow,44.34,Pickup,COD,Refunded,TXN44416,4,Damaged,False,
ORD0006855,2023-07-05,CUST02346,Meera Kumar,meera.kumar@yahoo.com,Premium,Smart Watch,8,8195.26,0.36,East,Pune,80.64,Standard,Debit Card,,TXN72650,4,NA,False,
ORD0006762,2024-12-19,CUST02511,Neha Sharma,neha.sharma@rediffmail.com,Standard,Smart Watch,-1,7956.91,0.23,North,Hyderabad,73.63,Standard,COD,Paid,TXN53241,5,Good value,False,
ORD0005301,2024-08-09,CUST00750,Amit Kumar,amit.kumar@yahoo.com,Standard,Smart Watch,1,8621.32,0.24,North,Delhi,39.24,Express,,Paid,TXN77551,3,Not satisfied,False,
ORD0017471,2023-06-08,CUST02503,Suresh Malhotra,suresh.malhotra@yahoo.com,Standard,Keyboard,0,2784.79,0.15,North,Bangalore,61.42,Standard,Debit Card,Paid,TXN63284,1,Poor quality,False,
ORD0004655,2023-08-07,CUST01543,Shweta Patel,shweta.patel@gmail.com,Standard,Laptop,5,62263.86,0.13,North,Mumbai,40.6,Standard,Wallet,Paid,TXN31466,5,Late delivery,False,
ORD0000321,2023-09-09,CUST00421,Alok Kumar,alok.kumar@hotmail.com,Silver,Gaming Chair,1,11354.72,,East,Pune,33.69,Standard,Credit Card,Paid,TXN14799,4,Excellent!,False,
ORD0007136,2024-07-12,CUST01977,Ritu Malhotra,ritu.malhotra@hotmail.com,New,Printer,1,10599.21,0.21,South,Chennai,55.71,Standard,Credit Card,Chargeback,TXN84187,3,NA,False,
ORD0001372,2023-13-01,CUST02488,Priya Gupta,priya.gupta@rediffmail.com,Gold,Router,1,2870.42,2.5,West,Kolkata,62.35,Standard,UPI,Paid,TXN71869,5,NA,,
ORD0014040,2023-02-05,CUST00676,,user@domain,Gold,Tablet,0,21597.11,0.22,North,Mumbai,9.07,Standard,Credit Card,Paid,TXN82865,4,Excellent!,False,
ORD0007393,2023-13-01,CUST02076,Manish Verma,manish.verma@rediffmail.com,Standard,Smart Watch,1,7567.7,0.2,South,Mumbai,20.11,Standard,UPI,Paid,TXN15824,4,Will buy again,False,
ORD0011985,2024-07-18,CUST02340,Raj Malhotra,raj.malhotra@hotmail.com,Silver,Smart Watch,2,7965.63,0.3,West,Hyderabad,27.72,Express,Credit Card,Pending,TXN29601,3,Poor quality,False,
ORD0002655,2024-05-12,CUST02549,Rahul Malhotra,rahul.malhotra@gmail.com,Standard,Keyboard,8,2847.93,0.04,East,Kolkata,16.8,Standard,Debit Card,Chargeback,TXN82405,5,Damaged,False,
ORD0009100,2023-03-02,CUST00953,Ritu Patel,ritu.patel@yahoo.com,Gold,Router,5,3228.79,0.15,North,Bangalore,10.22,Same Day,,Refunded,TXN71781,4,Good value,False,
ORD0008498,2024-07-09,CUST00940,Raj Kumar,raj.kumar@hotmail.com,Silver,Smart Watch,2,8505.78,0.08,West,Pune,92.49,Standard,Debit Card,Paid,TXN63926,5,Great product!,False,
ORD0012143,2023-08-13,CUST00043,Priya Malhotra,priya.malhotra@yahoo.com,Gold,Laptop,1,53007.15,0.35,West, Chennai,78.91,Standard,Credit Card,Paid,TXN96441,3,Excellent!,False,
ORD0013722,2024-12-03,CUST01231,Sunil Yadav,sunil.yadav@yahoo.com,Premium,Webcam,2,3360.72,0.12,,Hyderabad,60.75,Standard,Debit Card,Refunded,TXN91237,3,Poor quality,,
ORD0003399,2024-03-21,CUST02601,Alok Gupta,alok.gupta@gmail.com,Gold,Monitor,5,16570.74,0.32,South,Delhi,10.36,Standard,NetBanking,Paid,TXN21052,,Good value,False,
ORD0010244,2024-04-17,CUST01197,Rahul Malhotra,rahul.malhotra@hotmail.com,Standard,Desk Lamp,1,1493.54,0.39,Central,Ahmedabad,12.77,Standard,Credit Card,Failed,TXN11739,4,Excellent!,False,
ORD0008533,2023-11-22,CUST02680,Meera Gupta,meera.gupta@rediffmail.com,Gold,Power Bank,1,1962.45,0.24,South,Delhi,81.08,Express,,Chargeback,TXN82665,5,Good value,,
ORD0000887,2023-10-19,CUST00499,Raj Joshi,raj.joshi@yahoo.com,Standard,Phone Stand,2,N/A,0.17,Central,Hyderabad,82.58,Pickup,NetBanking,Pending,TXN20200,1,Late delivery,False,
ORD0005003,2023-08-06,CUST00055,Suresh Malhotra,suresh.malhotra@rediffmail.com,New,Power Bank,2,2142.44,0.28,East,Bangalore,97.56,Same Day,UPI,Paid,TXN99283,4,???,False,
ORD0017552,2023-03-25,CUST02044,Neha Kumar,neha.kumar@rediffmail.com,Standard,Laptop,5,62002.24,0.12,South,Pune,56.23,Standard,UPI,Paid,TXN47368,5,Great product!,False,
ORD0015448,2023-04-08,CUST01413,Anjali Yadav,anjali.yadav@rediffmail.com,New,Headphones,5,3610.82,0.28,Central,Delhi,80.89,Pickup,COD,Paid,TXN83034,1,Great product!,No,
ORD0019132,2024-08-17,CUST01663,Suresh Singh,suresh.singh@gmail.com,,Speakers,10,3657.96,0.31,North,Chennai,55.95,Standard,UPI,Paid,TXN92273,3,Will buy again,False,
ORD0000927,2024-03-06,CUST00535,Priya Sharma,priya.sharma@gmail.com,Gold,Mouse,7,720.17,0.15,South,Bangalore,15.87,Standard,Wallet,Paid,TXN15158,2,Damaged,False,
ORD0000245,2024-07-27,CUST02367,Ritu Reddy,ritu.reddy@rediffmail.com,Silver,Smart Watch,9,7150.09,0.06,South,Hyderabad,66.35,Standard,Credit Card,Failed,TXN34082,5,Good value,Yes,Damaged
ORD0014759,2024-07-28,CUST00569,,user@domain,Gold,External HDD,10,6764.67,0.18,East,Mumbai,90.81,Express,Credit Card,Refunded,TXN62862,4,,False,
ORD0007470,2024-02-21,CUST02114,Sunil Reddy,sunil.reddy@rediffmail.com,Standard,Power Bank,2,2268.36,0.03,East,Kolkata,28.13,Express,Wallet,Pending,TXN44290,5,Late delivery,False,
ORD0008208,2024-05-22,CUST00682,Suresh Kumar,suresh.kumar@rediffmail.com,Silver,Printer,1,12242.84,0.27,South,Pune,38.0,Standard,NetBanking,Pending,TXN27212,1,Damaged,False,
ORD0000144,2023-03-05,CUST00242,Kavita Reddy,kavita.reddy@gmail.com,,Phone Stand,7,695.12,2.5,North,Mumbai,28.33,Standard,Credit Card,Paid,TXN81620,5,NA,Y,
ORD0005984,2024-01-06,CUST00234,Priya Malhotra,priya.malhotra@gmail.com,Silver,Phone Stand,4,754.83,0.32,North,Lucknow,53.59,Express,Credit Card,Paid,TXN43920,5,Late delivery,False,
ORD0016145,2024-09-24,CUST02922,Priya Reddy,priya.reddy@gmail.com,Standard,Gaming Chair,8,11818.6,0.36,East,Mumbai,52.99,Standard,NetBanking,Paid,TXN77417,2,Excellent!,False,
ORD0008152,15/01/2024,CUST01040,Pooja Yadav,pooja.yadav@gmail.com,Silver,External HDD,3,5841.03,0.09,North,Mumbai,28.73,Standard,Credit Card,Paid,TXN27809,4,Average,Yes,Wrong item
ORD0002364,2024-01-25,CUST00368,Kavita Sharma,kavita.sharma@yahoo.com,Premium,External HDD,4,6246.33,0.12,South,Lucknow,51.79,Standard,Debit Card,Paid,TXN91424,5,Poor quality,False,
ORD0017867,2024-08-04,CUST00569,,invalid@@,Gold,Mouse,7,782.05,0.4,South,Jaipur,30.6,Standard,Debit Card,Paid,TXN90704,1,Poor quality,False,
ORD0000130,2023-03-01,CUST02188,Neha Yadav,neha.yadav@hotmail.com,Standard,Mouse,2,752.53,0.03,South,Jaipur,75.64,Standard,COD,Paid,TXN48106,3,Damaged,False,
ORD0001162,2023-01-22,CUST01259,Rahul Verma,rahul.verma@yahoo.com,New,Webcam,4,3147.82,0.19,South,Jaipur,5.88,Standard,UPI,Chargeback,TXN85383,5,Damaged,No,
ORD0017407,,CUST00701,Neha Yadav,neha.yadav@rediffmail.com,Premium,Router,5,3388.6,0.24,North,Pune,92.0,Same Day,UPI,Pending,TXN38785,3,NA,True,Defective
ORD0004283,2023-11-23,CUST02505,Alok Patel,alok.patel@gmail.com,New,Headphones,9,3275.79,0.16,North,Lucknow,43.74,Standard,COD,Paid,TXN67696,5,Late delivery,False,
ORD0005954,2023-02-20,CUST00884,Pooja Kumar,pooja.kumar@yahoo.com,Standard,Gaming Chair,5,13231.18,0.22,North,Mumbai,66.24,,Credit Card,Paid,TXN34488,2,Will buy again,False,
ORD0000288,2023-11-04,CUST01620,Sunil Gupta,sunil.gupta@rediffmail.com,Standard,Headphones,2,3031.76,0.09,North,Lucknow,77.7,Standard,NetBanking,Paid,TXN29776,5,Late delivery,False,
ORD0013493,2024-01-11,CUST02492,Manish Reddy,manish.reddy@rediffmail.com,Standard,Tablet,4,,0.16,North,Delhi,66.09,,UPI,Paid,TXN94534,2,Poor quality,False,
ORD0009823,2024-09-16,CUST01316,Ritu Patel,ritu.patel@yahoo.com,Standard,Keyboard,1,2266.07,0.35,West,Ahmedabad,35.26,Standard,COD,Paid,TXN91254,3,Average,False,
ORD0013651,2024-01-05,CUST00082,Anjali Kumar,anjali.kumar@hotmail.com,Standard,Keyboard,2,2695.52,0.02,West,Bangalore,61.4,Express,NetBanking,Paid,TXN97696,4,Will buy again,False,
ORD0016514,2024-09-28,CUST02094,Anjali Gupta,anjali.gupta@gmail.com,Standard,Speakers,5,4138.77,0.26,Central,Jaipur,2.07,Standard,Debit Card,Paid,TXN77634,5,Great product!,False,
ORD0005309,2024-07-05,CUST00201,Meera Reddy,@.com,Standard,Power Bank,1,1942.93,0.03,North,Ahmedabad,60.3,Standard,Debit Card,Paid,TXN76407,4,Average,N,
ORD0010069,2023-04-21,CUST02316,Anjali Malhotra,anjali.malhotra@hotmail.com,Gold,Headphones,5,3710.27,0.26,South,Jaipur,41.05,,Credit Card,Paid,TXN93342,5,NA,False,
ORD0010681,2024-03-28,CUST02278,Pooja Reddy,pooja.reddy@hotmail.com,Gold,Smart Watch,7,7380.53,0.2,South,Mumbai,36.32,Pickup,Wallet,Paid,TXN79734,3,Great product!,False,
